operator_utterance,customer_utterance
オペレーター: ええ、ええ、ええ。,カスタマー: オルゴールは今あったので、そうだなーえっとそうですね。
オペレーター: ええ。,カスタマー: 何か、こう、んー
オペレーター: ええ。,カスタマー: なんかびじゅ、なんかこうキーワードで美術とか文化とかそういうものありますか？
オペレーター: ええ、ええええ。,カスタマー: あの三つ、は、あのはじめにセンテンスがあって、えっと二つ目のあの文学とかそういう部分を特化したところ
オペレーター: ええ。ええ、ええ。,カスタマー: と、まぁ秋なので、夜空もいいのかなと思ったので、星とかですか？
オペレーター: ええ、ええ。,カスタマー: 地球とか、なんかそういう感じのところにもうちょっと絞って<>ますか？
オペレーター: 歩いてたりすると甘いものも食べてく、食べたくなるかと思うんですけれどもいかがでしょうか。,カスタマー: ばれました。そうですね。私もちょっと多分おそらくかまぼこ食べた後。
オペレーター: ええ、ええ。,カスタマー: 文学を堪能した後に絶対お腹はすくと思うんです。
オペレーター: お客様やはりカフェのような感じのところがいいですかね。それともお食事をまぁしっかり食べられるようなところがよろしいですか？,カスタマー: あっ、えっとすいません。そうですね。あの、わ、和カフェというか
オペレーター: ええ。ええ。,カスタマー: なんか甘味処的なところがあれば。はい。<>ますかね。はい。
オペレーター: はい、では夕ご飯、どのようなものがよろしいでしょうか？,カスタマー: そうですね。もう今日はずっとこう和で来てるので。
オペレーター: ええ。,カスタマー: えっとそのつながりで、ゆう、夕飯もちょっと洋食けっこうヘビー、ね年齢柄ヘビーになってきたので、あの。
オペレーター: ええ、ええ。ええ、ええ。,カスタマー: 和風で行きたいんですけどありますか？
オペレーター: その中で決めていただくと。,カスタマー: そうですね。あっ、そうですね。今すごく惹かれたんですけど、
オペレーター: ええ。,カスタマー: 一つだけリクエストがありまして。
オペレーター: あっはい。もちろんです。,カスタマー: せっかくあの小田原というか海、海側、うみそ、海側、海の近く<>ので、できればお魚を。
オペレーター: えっと、今回は、どのようなご旅行、ご希望ですか?,カスタマー: えっと、今回は、あのー、なんてゆーんですかね、食べ歩き、食べるのが結構好きで、あの、お、お酒とかも、結構好きなんですけど。
オペレーター: はい。,カスタマー: なんか、そーゆー、1日もーかけて。
オペレーター: はい。,カスタマー: お酒を飲んだり、ご飯を食べたりするような旅行がしたいと思っていて。
オペレーター: そー、例えば、季節とかはいかがですか?<>,カスタマー: そーですね、あのー、日本酒ーが好きってゆーのもあるので。
オペレーター: はい。,カスタマー: あのー、冬がいいかなと。
オペレーター: あ、はい。,カスタマー: え、ちょうど、お酒新種とゆーか、新しいお酒の時期なので。
オペレーター: えーと、何人様でご予定していますか?,カスタマー: あ、友達と4人で行こうかなと。
オペレーター: やっぱり、北の方に<>ますか?,カスタマー: そうですね、東北か、まー、やっぱり、東北かなとは思ってはいるんですけど。
オペレーター: やっぱり、同じように食べて歩けるような。,カスタマー: そうですね、なんか、もういっそ。
オペレーター: はい。,カスタマー: なんか、東北の別の県で、同じようなお店が、あったらいいかなと思うんですけど。
オペレーター: ちょっと、探してみますね。,カスタマー: も、その日は、東北をまたにかけて、ちょっ、食べ歩きしようかなとゆーふーに、今、ちょっと思いました。
オペレーター: 海側がいいですかね、山側がいいですかね。,カスタマー: あーまーやっぱ、お魚、美味しそうなんで、海ーがいいですかねー、うーんうんうん。
オペレーター: ちょっと、他に飛んで。,カスタマー: ま、秋田か、宮城とか、行けるかなーってゆー感じですけど。
オペレーター: あとは、やっぱり、海産物が多い、牛タン。,カスタマー: ま、今回はやっぱり、ね、海産物は食べているので、牛タン、やっぱり、いきたいかなって思います、はい、そうですね。
オペレーター: あとはー、うーん。,カスタマー: ちょっと、今、思ったんですけど。
オペレーター: はい。,カスタマー: あのー、なんかこー、東北の方で。
オペレーター: はい,カスタマー: ビールが、飲めそうなところってありますか?なんか、び、ビール作ったりとかしてるか、わからないんですけど。
オペレーター: さっきの番屋もあったんですけども。,カスタマー: 結構もう、かなり食べてる気がするので、あのー。
オペレーター: お酒、買って帰る。,カスタマー: そうですね、お土産、あ、それもいいんですが。
オペレーター: はい。,カスタマー: ちょっと、まー、お茶したいなってのがあって、喫茶店とかって、どっかありますかね?
オペレーター: 喫茶店で、あのー、スイーツとかは、ご希望されますか?,カスタマー: そうですね、あれば嬉しいかなと、思いますね。
オペレーター: 和風と洋風、あるんですけど。,カスタマー: あ、洋風の方がいいかなと、思います。
オペレーター: その他、何か、ありますかね?,カスタマー: うーん、そうですねー、まー、あとは、行くとしたらお土産を買おうかなってゆー感じなんですけれども。
オペレーター: はい。,カスタマー: なんかこー、食べものじゃなくって。
オペレーター: はい。,カスタマー: こー、民芸品とか、工芸品とか、そーゆー物を持って帰りたいかなと思。
オペレーター: 軽く、また、お茶でもしますか?,カスタマー: なんか、じゃー、そうしますね、コーヒーとか、の、飲める場所とかってあるんですかね。
オペレーター: ええ、はい、えーと、どちら、になりますか？,カスタマー: はい、北海道を考えてます。
オペレーター: ちなみに、えーと、もう、いつ頃行かれるとか、決まってるんですか？,カスタマー: はい、それも決まっていて。
オペレーター: ええ。,カスタマー: はい、夏、がいいと思ってます。
オペレーター: はい、ちなみに何名様で、ご旅行されるんですか？,カスタマー: はい、友達と、2人の予定です。
オペレーター: えーとー、ここに行ってみたいとか、そういった何かご希望はもうございますか？,カスタマー: は、そうですね、何かせっかく北海道に行くので。
オペレーター: ええ。,カスタマー: まあ、美味しいものが食べたいぐらい、しかまだ決めてないです。
オペレーター: はい、ちなみに何か<>こういう物が食べたいとか、逆に、ちょっとこの、こういう食って、こういった食材は、その苦手です、ですとか、そういった物はございますか？,カスタマー: 海の幸を食べたいなぁ、とは思っています。
オペレーター: うんうん。,カスタマー: 羊の肉が苦手なので、ジンギスカンは、NGで、はい。
オペレーター: そうですねー、たとえば、もう、札幌の、あー、えー、札幌じゃない、失礼いたしました、北海道のどの辺りのエリアに行くとかは、まだ決まってないという感じですかね？,カスタマー: そうですね、まだ、その辺りは決めていなくて、はい、どうしようかなぁってとこです。
オペレーター: そうしましたら、そうですね、お店の雰囲気はどんな感じがよろしいとかってございますか、何か料亭みたいなところがいい、ですとか。,カスタマー: あ、何か、けっこう、こう、綺麗めなとこよりも。
オペレーター: ええ、ええ。,カスタマー: こう、港から、こう、引き揚げたばっかりの。
オペレーター: ああー、なるほどなるほど。,カスタマー: 新鮮な魚介類が食べれるような、そんなところが、いいです。
オペレーター: それとも、何か、もうちょっと観光スポットのほう見てみたいとか、ご希望はございますか？,カスタマー: そうですね、まあ、お昼と、夕飯の間けっこう時間が空くし、午前中もあるので。
オペレーター: ええ、ええ、うんうんうん。,カスタマー: まあちょっと、歩き回ったり、ついでにいい景色が、見れたりしたらいいなぁって思ってます。
オペレーター: じゃちょっと、な、いい景色というとやっぱ自然、スポット的な場所がよろしいですかね？,カスタマー: そうですね、自然か、あとは。
オペレーター: ええ、ええ。,カスタマー: こう、北海道の、何か、歴史を感じたり、はい。
オペレーター: あー、なるほどなるほど。,カスタマー: そういうとこでもいいですね。
オペレーター: 北方民族資料館みたいな、ところですとか、そういった中ですと、興味ひかれる場所ってございますか？,カスタマー: そうですねー、展望台って、存在を知らなかったので、ちょっと気になりますね。
オペレーター: ほかには何か。,カスタマー: わ、あとけっこう、お土産を頼まれているので、お土産屋さん、はい、品揃えのいいとことか、珍しい物があるとことか知りたいです。
オペレーター: 何か、食べ物だったりとか、はいはい、どうぞ。,カスタマー: ひとつ、はい、はい、ひとつは、まあ沢山あのー、人に配れるような、おか、お菓子、お茶菓子類。
オペレーター: うん、ええ、ええ、ええ。,カスタマー: もうひとつは、クール便とかで、そのまま送れそうな海の幸、ですね、はい。
オペレーター: お菓子ですとたとえば、何か洋菓子のような物がいいか、それとも何か、和菓子のようなものがいいかとか、ご希望はございますか？,カスタマー: はい、ああー、できれば北海道限定の、はい、お菓子で。
オペレーター: ええ、ええ。,カスタマー: そうですね、とくに和洋は考えていなかったので、はい。
オペレーター: では、えーと、早速なんですけども、まずご旅行先伺ってもよろしいでしょうか？,カスタマー: はい。えーっと北海道行ってみたいなと思ってます。
オペレーター: 北海道に、時期はいつ頃か決めてますか？,カスタマー: そうですねー、ま初夏の頃がいいかなーと思ってます。
オペレーター: でえーは、えー北海道、特に具体的になにかやりたいとか、こういったことしたいとか、って決められてますか？,カスタマー: そうですねー、ま北海道は実は何回か行ったことあって、今回は、うーんと、まぁそうですねー、道東というか、あのー、うーん、あの、なんだあの、うーんと、知床とか、あっちなんかの方とか、いいんじゃないかな、なんかこう自然もあって、あのまぁ、温泉なんかもあって、なんか、食べ物も美味しいんじゃないかなーなんて。
オペレーター: えー、滝とか好きですか？,カスタマー: ふふふ、好きかどうかはともかく、まどんなもんだか、なんか特徴あるんだったら見てみたい気もします。
オペレーター: あと、今回ってごめんなさい、えっとー、お1人でしょうか？えっとー。,カスタマー: あ、1人で行こうと思ってます。
オペレーター: えーと、今回のご旅行はどういった感じのものを、あの、ご希望されていますか？,カスタマー: はい。あの、ざっくりしてるんですけど。
オペレーター: あ、はい。,カスタマー: あのー、高原のほうに行って、あの、きれいな景色が見れるような旅ができたらなあと思ってます。
オペレーター: はい。あの、お人数さまは何人ぐらいでご予定ですか？,カスタマー: そうですねー、まあ、あの、じゃ、2人で。
オペレーター: はい。季節はいかがしましょう？,カスタマー: はい。あの、やっぱり夏で。
オペレーター: えっとー、特に、あの、行きたいっていう場所とかってないですかね？,カスタマー: そうですね。日本のどこか、いいところがあれば。
オペレーター: あのー、特に、み、見るとか遊ぶとかっていうの、見る、見る感じでよろしいですか？,カスタマー: あ、そうですねー。あの、見るのが、見たいなあっていうのが。はい。
オペレーター: いかがでしょうね？山に登るっていうような感じではないですかね？,カスタマー: あ、えーと、もう、えっと、何でもいいんですけど、何でもっていうか、はい。
オペレーター: はい。,カスタマー: ん、ん、湖畔で何か食べたいですねー。
オペレーター: そうです。蓼科です。,カスタマー: あ、蓼科ですね。なんか、お、あの、おいしいおそばとか食べたいですね。
オペレーター: あとは、何か、あの、甘いものとか食べますか？,カスタマー: 食べたいですねー。
オペレーター: と、今出てきたのケーキ屋さんがすごい多いんですけど。なん、なんでか。,カスタマー: あー、まあ、じゃあ、ケーキに。エヘヘ。ケーキになり、乗り換えます。フフ。
オペレーター: えっとー、結構いろいろあるんですけど、和風なところと洋風なところでどちらがいいですか？,カスタマー: あー、じゃあ、あのー、洋風できてるんで洋風でお願いします。
オペレーター: じゃあ、お風呂でちょっと汗を流して、えーと、お土産とかいかがですか？,カスタマー: あ、はい。お土産も買いたいですね。
オペレーター: 夕飯はいかがいたしますか？,カスタマー: 夕飯は、あのー、なんか、やっぱり洋風のもの食べたいですね。
オペレーター: はい、えーと、もうなんか行く方面だったりとか、地方とか、県とかってもう決まってますか？,カスタマー: あっと、鹿児島で考えてます。
オペレーター: え、こちら、えーとー、何人ぐらいで行かれるんですか？,カスタマー: とー、自分含めて友人と3人で。
オペレーター: はい、一応なんか、鹿児島県、でなんか、どこみてみたいとかー、そういうのってもう決まってます？,カスタマー: そうですね、えーとー、まあとりあえず桜島は行きたいな、はい。
オペレーター: 桜島、桜島というと、例えば、桜島でなんか見てみたいものとかがある感じですか、なんかやってみたいこととか。,カスタマー: そうですね、えっとー、まあちょっと、なんだろう、桜島のビジターセンター的なものがあれば行ってみたいですしー、あのーまあ、あとはその周辺の、まあ自然ですねどっちかっていうと、はい。
オペレーター: はい、一応まあ、ビジターセンターに行って、まあ、桜島観光をするということですけど、なんかご飯とか、そういったものもお調べいたしますか？,カスタマー: そうですねー、あ、でも、ご飯は市内とかでもいいですかね、はい。
オペレーター: なんか特にこういうものが食べてみたいとか、こんな感じのお店に行ってみたいとかってあります？,カスタマー: そうですね、とー、とんか、黒豚のとんかつですかね<>、はい。
オペレーター: あ、一点ちょっと注意していただきたいのがー、こちらは閉店日が水曜日となってますけどー、ご旅行行かれるのって土日とかですか？,カスタマー: 土日、そうですね、日曜日の予定です。
オペレーター: あ、なんかとんかつ専門店とかもありますね。,カスタマー: あ、じゃあそっちでちょっと、はい。
オペレーター: どうですか、どっちが気になるとかありますか、なにか。,カスタマー: じゃあ、黒かつ亭で。
オペレーター: はい、では、えーと、どうでしょう、今のところ、まあ桜島に行くこととー、まあご飯の食べる場所はだいたい決まったと思うんですけど、ほかなんか見てみたい場所ですとか、あとはなんかやてみたいことですとか、買い物したりとか、なんかあれば、お調べいたしますよ。,カスタマー: えーと、じゃあ、それじゃあ、工芸品の、そうですね、えっと、工房、見学もできて買えるようなところ、あ、はい。
オペレーター: なんかあれですかね、結構、体験、作る体験みたいな、そういうものも興味ありますか？,カスタマー: あー、そうです、体験は別にしなくてもいいかなー<>。
オペレーター: 工芸とガラス細工、工芸というかなんか、陶器みたいな、こう、やつとガラス細工だと、どっちが興味あるとかってあります？,カスタマー: そう、なんだ、そうですね、陶器の方で、はい。
オペレーター: もうちょっと、つく、まあやっぱ、作るところ見たいって感じですか、こう。,カスタマー: そうですね、まあ、作るところという、なんだろう、なんか工房、そうです。
オペレーター: では、まず、あのー、今回、あの、ご旅行の行先など、まず教えていただいてもいいですか？,カスタマー: そうですね、えーと、長崎の五島列島と、佐賀、大分、長崎を考えてます。
オペレーター: なんか、こう、やりたいっていう形ですか？,カスタマー: いや、どっちかというと、ちょっとゆっくりしたいので、なんか風光明媚な観光名所というか、特に五島列島は行きたいんですよねー、五島列島でなんかこう景色がいいところとかー、教えてもらうとありがたいでーす。
オペレーター: 五島列島、うーん。,カスタマー: あ、以前なんかテレビで見て、なんかすごい綺麗なとこだなあ、まあ、ねえ、島がいっぱいあるらしいですけど、そのなかでもなんかここ行ってみたいっていうのをちょっと探したいなあ。
オペレーター: これ関係ない、えー、五島列島を見れるっていうところは、今、一件目出てきたんですけど、直接行きたい、五島列島に行きたいっていう形ですかね。,カスタマー: あーい。
オペレーター: これ関係ない、えー、五島列島を見れるっていうところは、今、一件目出てきたんですけど、直接行きたい、五島列島に行きたいっていう形ですかね。,カスタマー: あ、まずでも見てみたいですね、こうたぶん上から見るようなイメージですよね、それはね、そうやって。
オペレーター: 単純にその五島列島ってことであれば、えーと、出てはくるんですが、単純に五島列島の島の場所が出てくる形なので。,カスタマー: なんか、そうだね、五島列島でもしなんか、ちょ、そうだなー、こう海を見ながら温泉とかもし入れたらいいなあなんて思う<>。
オペレーター: これをもしかしたらどうなんだろう、九州全体とかに広げたら出てくるかもしれないんですけど。,カスタマー: なるほどなるほど、あとそうだなー、うーん、まあちょっと候補に<>大分も行ってみたいなあと思っててー、大分で、あのー、そうだな、まあ別府がうちの母が生家なので、ちょっとその辺回ってみたいなあと思うんですけど、なんか有名な温泉処、例えば湯布院とか別途辺りでー、あのー、おすすめの宿というか、温泉宿みたいなのって、ちょっと教えてもら<>。
オペレーター: 別府ですね、別府で、えーと、お調べして、ちょっと有名かどうかこちらでは分かりかねるんですが、えーと、あ、ちなみに、どういった、あのー、景色いいとかがいいとか。,カスタマー: やっぱ景色がよくて、<>食事もー地のものを使ってるところがいいですかねー、うーん。
オペレーター: そうですね、おそらくそうですね、で、こちら別府湾に、あの、面してるので、別府湾が見えます、あの、入ってるところから。,カスタマー: あー、いいなあ、そこメモしてもらっていいですか<>、こちらも、はい、お願いします。
オペレーター: じゃあ、今、えーと、ちゃんぽん、井出ちゃんぽんさんと、こちらの北浜温泉をメモしてるんですが、漏れってありました？今までの。,カスタマー: あ、いなや、イナサワコウエン、稲佐山公園、最初の<>、稲佐山公園だっけ、あの、五島列島が見える。
オペレーター: はい、はい、こちらじゃあ、<>っておいて、えーと、じゃあまた別府の方に戻って。,カスタマー: そうですね、そうだな、あのー、できればお寺というか、か神社で有名なところというか。
オペレーター: なるほど、なんだろうな、じゃあしゅ、出てこないな、えーと、歴史的な建物みたいな。,カスタマー: あー、そうね、歴史的な建物があるという、大分県内で、はい。
オペレーター: そこが、行く時期って決まってますか？ちょ桜が咲く名所<>。,カスタマー: あーそうね、春、あ、いいなーそれ、行ってみたいですねー、そこもメモしてもらっていいですか、<>大分のな、何市って分かります？
オペレーター: 一応こちらもー、なんか展望台から、あのー、別府湾一望できるってなってます。,カスタマー: あー、いいですね、うーん、あとねー、神社でー、僕は、あの、御朱印集めるのが、今ちょっとハマってまして、なんかちょっとじゅ、なんていうのかな、面白いっていうとあれだけど、ちょと特色がある御朱印が欲しいんですよ、<>あのー、要は、あの、あれです、あの、なんだろう、あのー、こう、判子っていうか、<>参拝しましたよっていう、そういう<>なんですけど。
オペレーター: みそぎ、<>どうしましょう、これ一応<>、あ、はい。,カスタマー: これもメモしてもらっていいですか、メモしてもらっていいですか。
オペレーター: 五島列島で。,カスタマー: 何でも、まあそうだな、やっぱ海の幸というか、できれば、できれば。
オペレーター: このなかでなんか特に気になったものってありますか？,カスタマー: 特に気になったもの、竹酔亭が気になりますねー、うーん。
オペレーター: はい、本日はご利用いただきまして、ありがとうございます、お客様どのようなご旅行をお考えでしょうか？,カスタマー: そうですね、えっと東北に。
オペレーター: はい。,カスタマー: まぁちょっと行きたいなっていう風に考えております、はい。
オペレーター: はい、かしこまりました。お客様、あのー一緒に行かれるご同行者様は何名様になりますか？,カスタマー: あ、4人になります。
オペレーター: かしこまりました。はい、えーと行かれる時期とかはお決まりでしょうか？,カスタマー: そうですね、だいたい12月の終わり年末ぐらい。
オペレーター: はい。,カスタマー: を予定しております。
オペレーター: はい、はい、あっはい、はい、かしこまりました。例えば、あの温泉でゆっくりしたいですとか、何か観光したいですとかそういったご要望はございますか？,カスタマー: まぁ冬なので。
オペレーター: はい。,カスタマー: ちょっと観光は寒いかなって思うので。
オペレーター: あーはい。,カスタマー: まぁできれば温泉とかがあれば良いかなっていう思いもあります。
オペレーター: あとそうですね、やはり何かりんごみたいな…りんごとかのお菓子とか、そういったものも買われたいですか？,カスタマー: あーそうですね、なんかお菓子とかでも、まぁそのりんごそのもの<>りんごが美味しい特売所とかそういうのがあれば、はい。
オペレーター: ありがとうございました、どういった内容になりますでしょうか？,カスタマー: えーっとですね、週末にちょっとー、
オペレーター: はい、ええ、ええ。,カスタマー: 1泊旅行で温泉に行きたいと思ってるんですけどー。
オペレーター: では、えー、週末、もう、すぐのシーズンでしょうか、それとも春とか…,カスタマー: 来月、なんですけど。
オペレーター: どうでしょう、お客様？,カスタマー: やっぱり、この季節は雪見温泉がいいですね。
オペレーター: あ、雪見温泉いいですねー、じゃあ雪見温泉ということはやっぱり北海道、東北地方でお調べするのがよろしいですかね？,カスタマー: そうですねー、北海道がいいかなあっと思ってるんですけど
オペレーター: <>やっぱりー、その、北海道のような、北海道らしい自然をお楽しみいただきながらー、のほうがいいですかね。,カスタマー: 洞窟風呂とかあったら最高なんですけど。
オペレーター: え、<>なので、もしよろしければですね、この定山渓温泉のほうを候補の一つに入れられると<>,カスタマー: あ、はい、ぜひそうしてください。
オペレーター: ええ。,カスタマー: うーん、そこいいんですけど、できたらもうちょっとー、
オペレーター: ええ。,カスタマー: 小規模なー、静かなところのほうがいいんですけどー。
オペレーター: そうですね。,カスタマー: どちらかというと、静かな方優先で、お願いします。
オペレーター: それと、例えば札幌ラーメンだとどちらがよろしいでしょうか？,カスタマー: あー、うーん、せっかくだから札幌ラーメンかな？
オペレーター: では、お客様、あとー、お買い物等はいかがですか？お土産とか買わない…<>？,カスタマー: あ～、まあ、それはー、帰る前にー、
オペレーター: ええ。,カスタマー: 市内でー
オペレーター: ええ。,カスタマー: まあ、空港でもいいしー、
オペレーター: ええ。,カスタマー: そんなに時間使おうとは思ってないんで。
オペレーター: えっと、ご旅行の方なんですけども、どちらの方面に、あの、いつぐらいの時期に行きたいと思ってらっしゃいますか？,カスタマー: に、新潟県の。
オペレーター: はい。,カスタマー: 新潟県の。
オペレーター: はい。,カスタマー: あの、越後湯沢ってところ。
オペレーター: 越後湯沢では、あの、どういったことをされたいですか？,カスタマー: あの、一応、あの、あの、えー、絵画展を見に行く。ま、友人と行く、あの、行こうかなと思ってるんですけど。
オペレーター: あのー、和食とか洋食とか、なにか、あの、ご要望はありますか？,カスタマー: そうだね。和食がいいかな。
オペレーター: 春。,カスタマー: だ、だ、温泉もね、あのー、割とこう、有名って聞いたんで。有名っていうか、あの、それも行きたいかなっていう、だから、まー、そういう。
オペレーター: あとは、あの、お鍋であったりとか。,カスタマー: あ、お鍋ね。いや、お鍋がいいかな、やっぱりな。
オペレーター: お客さま、どのようなご旅行をお考えでしょうか？,カスタマー: えっと、冬に。
オペレーター: はい。,カスタマー: 北海道に、あの、ちょっと、1人で、1日使って。
オペレーター: はい。,カスタマー: 観光をしに行きたいと思ってます。
オペレーター: はい。かしこまりました。はい。冬にですね、はい。,カスタマー: はい。
オペレーター: そういったご要望はございますか？,カスタマー: 一応、札幌辺りで考えてますね。
オペレーター: はい。あの、博物館とか、ご興味ございますか？,カスタマー: そうですねー、な、今まで見たことなかったので、ちょっと。
オペレーター: はい。,カスタマー: 寄ってみようかなと思います。
オペレーター: ええ。で、こちら。,カスタマー: これ、月曜日で考えてたんで。
オペレーター: あと、他に、あのー、札幌以外で何かどこか、ご興味ある場所とかございますか？,カスタマー: あー、そうですね、ちょっとお買い物したいと思うんですけど。
オペレーター: あ、かしこまり…。,カスタマー: 洋服。
オペレーター: 例えばなんですけれども、ショッピングセンターみたいなところがよろしいですかね？,カスタマー: そうですね。アパレル系が集まってるような。
オペレーター: はい。あ、はい。,カスタマー: お店だと助かります。
オペレーター: 大変便利なところでございますね。はい。,カスタマー: あー、じゃ、べ、じゃあ、お昼。
オペレーター: うん。,カスタマー: そこで札幌ラーメン食べて。
オペレーター: はい。,カスタマー: お昼過ぎに買い物しようと思います。
オペレーター: はい。うん。,カスタマー: できたら帰る直前がいいんで。うん。
オペレーター: カニ、カニ料理はお好きですか？,カスタマー: ま、好きですね。
オペレーター: あのー、その、温泉施設で食べる、で探したほうがよろしいですかね？,カスタマー: そうですね。いったん外に出<>と。
オペレーター: ああー、ですね。はい。,カスタマー: 寒いんで。はい。
オペレーター: はい。はい。あと他に何か、あのー、何か見てみたいですとか、あのー、買いたいものとか、そういったご要望はございますか？,カスタマー: んー、お昼買い物した後に、時間があれば。
オペレーター: はい。はい。,カスタマー: えーと、ま、動物が好きなんで。
オペレーター: ええ、ええ、ええ、ええ。,カスタマー: 動物、見れるところがあれば、寄ろうかなと思います。
オペレーター: はい。,カスタマー: そこに行きたいです。
オペレーター: も楽しめることができます。,カスタマー: ああ。じゃあ、さっきの所で良さそうですね。
オペレーター: うん。そうですね、こちらのほうが、ほ、うん。,カスタマー: あそこにします。
オペレーター: はい。,カスタマー: そこに、行きますね。1個目の所より良かったんで。
オペレーター: はい、ではお客様、えーと今回のご旅行のなんか行き先だったりとかは、なんかもく、こういうことがしたいとか、なんか目的のようなものってもうお決まりでしょうか？,カスタマー: はい、えー、特にですね、あの行き先からご相談させていただきたかったんですが。
オペレーター: はいはいはい。,カスタマー: あのまずー、目的はー、もう明確でしてー。
オペレーター: ええ、ええ。,カスタマー: 日本酒が好きなもんですから。
オペレーター: あ、日本酒ですね。,カスタマー: ええ、ええ、ええ。飲み比べ…飲み歩き…と。
オペレーター: なるほど。,カスタマー: あと、えー…ちょっとある程度ですね、宅急便で、ちょっとその、同じく日本酒仲間の友人に、そっから送ってやりたいと。
オペレーター: なるほど。,カスタマー: と思ってまして。はい。えー、まー、それも、えー、ゆ…ま、有名な酒処だけとは限らず、えー、ちょっとそうじゃないけど結構ツウは唸るというようなエリアがあれば、ちょっとお調べいただけたらなと思ってます。
オペレーター: なんか例えば日本酒を飲まれるということですけど、なんか居酒屋で飲むというよりは、例えば酒造とかに行ってみたりとか、そういった感じの方がよろしいですかね？,カスタマー: あー、あのー、そうですね。是非それ…とですね、あと、ちょ、ちょっと、もうひとつ、付け加えさせていただきますと。
オペレーター: はいはい。,カスタマー: えー、その必ずしもですね、だい、大吟醸のような、あの最高級のものじゃなくてですね。
オペレーター: ええ、ええ、ええ。,カスタマー: えー、大吟醸じゃないのに、あのー、根強い人気を維持してるというような。ま、あの、じゅ、純米であることは、最低条件ですけど。
オペレーター: はいはいはいはい。,カスタマー: あの、必ずしもその、大吟醸だから嬉しいというのではない、ということで、ちょっと情報をいただければと思ってます。
オペレーター: あとー、ま、そうですね。,カスタマー: できれば、あとはー、そのお酒とー、一緒にちょっと食べて美味しいものがあるという所だと、まあ嬉しさが倍増するんで。
オペレーター: 楽しそう、そうですよね。,カスタマー: 何か、はい、それも、い、一緒に、て、提案いただければありがたいです。
オペレーター: そうですね、やっぱりちょっとあまりち、えーと、東京関東圏からちょっと離れてるところとかの方がほうが、いいですかね？,カスタマー: そうですね。せっく、あの、やっぱり旅行気分味わいたいですね。
オペレーター: うんうん。そうですよね。,カスタマー: あのー、うん、ま、埼玉に住んでますので、あんまり埼玉のお酒で旅行気分はちょっと無理かな…。
オペレーター: ンフフ、そうですよね。日帰りで行けちゃいますもんね、埼玉でしたら。,カスタマー: はい。えーあの、仲間に送っても多分、ありがたがってくれないと思うんで。ちょ、ちょっと珍しいところ。
オペレーター: はい。では、まず、そうですね、じゃあ、き、えーと行くエリアは、じゃあ、秋田市の方に行くという感じでよろしいでしょうか？,カスタマー: ああ、すいません、こ、ここですね、ちょっとせっかく調べていただいたんですけど、ちょっと別の、観点でも教えていただきたいんですけど。
オペレーター: はい。,カスタマー: ま、せっかくなのでですね、あのー、酒処の福島…の、この支援もしたい…うん、き、あの、復興支援という意味も考えて、あの、福島でもいいとこがあればですね。
オペレーター: じゃ、こちらが<>、はいはい。,カスタマー: これは先ほどの、た、高清水みたいに、あのー、ほ、本当の酒蔵をこう観光施設化したとかそういうものではないんですか？
オペレーター: そうですね、もう…内陸ですね、完全に。,カスタマー: としますとですねー、ちょっとせっかくお調べいただいたんですけど、このー、福島も捨てがたいんですけど。
オペレーター: はい。,カスタマー: やはり海に面した秋田で。
オペレーター: うんうん。,カスタマー: でー、かい、海産物と一緒に、というほうが、魅力的かな。
オペレーター: そしたらじゃあやっぱり、秋田県で…。,カスタマー: うん、だからやっぱり秋田のコース。
オペレーター: 秋田コースで探していきましょうか？,カスタマー: そのー、高清水と飲み比べられる別の蔵のようなものがあったらちょっと、ね、あの、ふた、ふたつみっつ、えー、み、みんな巡りたいなーって感じですね。
オペレーター: ちなみに季節はいつ頃行くっていうのは決まっていらっしゃるんでしたっけ？,カスタマー: えっとですね、ぜ、んー、もう、ど、どうせならやっぱり、し、新酒が出る、冬、冬…。
オペレーター: ではえっと今のところ2件、えーと酒造を回ることがとりあえず決まったと思うんですけど、他なにか秋田県で見たいものでしたりとか、やってみたいこととかって。,カスタマー: そうですね。あのー、今はあの酒蔵の視点でお調べいただいたんですが。
オペレーター: ええ、ええ、ええ。,カスタマー: あのー、やっぱりそこら、秋田の海沿い近辺で、えー、ま、おそらく、ちゃ、ちゃんとしたお料理のお店なら、もう鳥海山も高清水も全部出してくれると思うんで…うん。
オペレーター: うん、そうですよね。,カスタマー: な、なんか、いいお店があればですね、え、お酒と一緒にちょっと堪能したいなと思ってます。
オペレーター: うーん。,カスタマー: あの、た、ただひとつですね、あのー、えー、鶏出汁とかで、あのきりたんぽ鍋ですね、ゆ、有名なんですけどー。
オペレーター: はいはいはい。,カスタマー: あの、私ですね、あのー…お、おな、お鍋でお腹膨らますのがちょっと、お、日本酒と飲む時あんまり嫌なんで。
オペレーター: あー、なるほど、なるほど。,カスタマー: はい、あの、な、鍋じゃない…もので日本酒を楽しみたいと思ってますんで。
オペレーター: なるほど、なるほど。,カスタマー: はい。き、きりたんぽ以外のところを、ちょっと…はい、お知らせいただければなと。
オペレーター: えーと、ま、ぎょ、そういえば魚介鍋みたいなのもちょっと違いますもんね。,カスタマー: はい、鍋じゃないのにしていただければ、嬉しいんで。
