previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: たぶんー,オペレーター: どうでしょうね、いろんな所を、まー、他のお店でも、あの、お土産屋さんはあると思うんですけれどもー、お土産でも検索しますか？,カスタマー: あ、そうですね。お土産、買うのに、便利な場所があれば。
オペレーター: こんにちは。,オペレーター: はい、本日はご利用いただきましてありがとうございます。お客様どのようなご旅行をお考えでしょうか？,カスタマー: はい、どっかにフルーツ狩りをしに行きたいなと思っていて。
オペレーター: はい、本日はご利用いただきましてありがとうございます。お客様どのようなご旅行をお考えでしょうか？,オペレーター: はい。,カスタマー: ま、フルーツを自分で取ってすぐ食べれるようなところ、食べ放題みたいなところで2、3か所行けたらいいなと。
オペレーター: はい。,オペレーター: ええ。,カスタマー: <>それ以外だったらもうなんでもやってみたいです。
オペレーター: 本日はご利用いただきましてありがとうございます。お客様、今日はご旅行のご相談でよろしいでしょうか。,オペレーター: よろしくお願いします。お客様どちらへご旅行になりますでしょうか？,カスタマー: そうですね、なんとなくしか決めてないんですけど、えっと夫婦、50代の夫婦二人で
オペレーター: よろしくお願いします。お客様どちらへご旅行になりますでしょうか？,オペレーター: ええ、ええ。,カスタマー: んーなんかちょっと秋なので、なんとなくなんですけど、箱根方面に行きたいかなーって思うんですけど。
オペレーター: それではお客様、箱根なんですけれども、どういったことなさりたいかとか、あるいは何か具体的にもうここにいきたいとかございますか？,オペレーター: あるいはぼんやりとどういったことしたいなとかあればこちらの方でお調べ致します。,カスタマー: あっ、はい。えっとそうですね、何か所か<>とこがあるんですけど
オペレーター: あるいはぼんやりとどういったことしたいなとかあればこちらの方でお調べ致します。,オペレーター: ええ。,カスタマー: あのーちょっとあの名称とかはわからないんですけど
オペレーター: ええ。,オペレーター: ええ。,カスタマー: 確か何かオルゴール、あっオルゴールの美術館的なものがあるって<>で、
オペレーター: ええ。,オペレーター: ええ、あっええ。あっはい。,カスタマー: そういうなんか、ぶん、文化的な行動をしたいと思って、はい。
オペレーター: はい。ではこちらを行かれる観光地の一つに加え<>ようか。,オペレーター: ええ、ありがとうございます。,カスタマー: あの先ほど申し上げましたけども、ちょっと文化的な
オペレーター: ええ、ありがとうございます。,オペレーター: ええ、ええ。,カスタマー: 線とかではなくて、文化的なちょっと、行動をしたいと思ってるので夫婦二人で
オペレーター: ええ、ええ。,オペレーター: ええ、ええ、ええ。,カスタマー: オルゴールは今あったので、そうだなーえっとそうですね。
オペレーター: ええ、ええ、ええ。,オペレーター: ええ。,カスタマー: 何か、こう、んー
オペレーター: ええ、ええ、ええ。,オペレーター: ええ。,カスタマー: なんかびじゅ、なんかこうキーワードで美術とか文化とかそういうものありますか？
オペレーター: ええええ。,オペレーター: ええ、ええええ。,カスタマー: あの三つ、は、あのはじめにセンテンスがあって、えっと二つ目のあの文学とかそういう部分を特化したところ
オペレーター: ええ、ええええ。,オペレーター: ええ。ええ、ええ。,カスタマー: と、まぁ秋なので、夜空もいいのかなと思ったので、星とかですか？
オペレーター: ええ。ええ、ええ。,オペレーター: ええ、ええ。,カスタマー: 地球とか、なんかそういう感じのところにもうちょっと絞って<>ますか？
オペレーター: お客様。,オペレーター: 歩いてたりすると甘いものも食べてく、食べたくなるかと思うんですけれどもいかがでしょうか。,カスタマー: ばれました。そうですね。私もちょっと多分おそらくかまぼこ食べた後。
オペレーター: 歩いてたりすると甘いものも食べてく、食べたくなるかと思うんですけれどもいかがでしょうか。,オペレーター: ええ、ええ。,カスタマー: 文学を堪能した後に絶対お腹はすくと思うんです。
オペレーター: 少々お待ちくださいませ。,オペレーター: お客様やはりカフェのような感じのところがいいですかね。それともお食事をまぁしっかり食べられるようなところがよろしいですか？,カスタマー: あっ、えっとすいません。そうですね。あの、わ、和カフェというか
オペレーター: お客様やはりカフェのような感じのところがいいですかね。それともお食事をまぁしっかり食べられるようなところがよろしいですか？,オペレーター: ええ。ええ。,カスタマー: なんか甘味処的なところがあれば。はい。<>ますかね。はい。
オペレーター: ではですね、最後夕ご飯の方決めていきましょう。,オペレーター: はい、では夕ご飯、どのようなものがよろしいでしょうか？,カスタマー: そうですね。もう今日はずっとこう和で来てるので。
オペレーター: はい、では夕ご飯、どのようなものがよろしいでしょうか？,オペレーター: ええ。,カスタマー: えっとそのつながりで、ゆう、夕飯もちょっと洋食けっこうヘビー、ね年齢柄ヘビーになってきたので、あの。
オペレーター: ええ。,オペレーター: ええ、ええ。ええ、ええ。,カスタマー: 和風で行きたいんですけどありますか？
オペレーター: ええ。えーとですね、他のお店もどんどんご提案してもいいですかね。,オペレーター: その中で決めていただくと。,カスタマー: そうですね。あっ、そうですね。今すごく惹かれたんですけど、
オペレーター: その中で決めていただくと。,オペレーター: ええ。,カスタマー: 一つだけリクエストがありまして。
オペレーター: ええ。,オペレーター: あっはい。もちろんです。,カスタマー: せっかくあの小田原というか海、海側、うみそ、海側、海の近く<>ので、できればお魚を。
オペレーター: こんにちは、本日はご利用ありがとうございます。,オペレーター: えっと、今回は、どのようなご旅行、ご希望ですか?,カスタマー: えっと、今回は、あのー、なんてゆーんですかね、食べ歩き、食べるのが結構好きで、あの、お、お酒とかも、結構好きなんですけど。
オペレーター: はい。,オペレーター: はい。,カスタマー: なんか、そーゆー、1日もーかけて。
オペレーター: はい。,オペレーター: はい。,カスタマー: お酒を飲んだり、ご飯を食べたりするような旅行がしたいと思っていて。
オペレーター: ああー。,オペレーター: そー、例えば、季節とかはいかがですか?<>,カスタマー: そーですね、あのー、日本酒ーが好きってゆーのもあるので。
オペレーター: そー、例えば、季節とかはいかがですか?<>,オペレーター: はい。,カスタマー: あのー、冬がいいかなと。
オペレーター: はい。,オペレーター: あ、はい。,カスタマー: え、ちょうど、お酒新種とゆーか、新しいお酒の時期なので。
オペレーター: あ、はい。,オペレーター: えーと、何人様でご予定していますか?,カスタマー: あ、友達と4人で行こうかなと。
オペレーター: えーと、では、冬に、日本酒が美味しそうな場所って感じなんですけど。,オペレーター: やっぱり、北の方に<>ますか?,カスタマー: そうですね、東北か、まー、やっぱり、東北かなとは思ってはいるんですけど。
オペレーター: はい。,オペレーター: やっぱり、同じように食べて歩けるような。,カスタマー: そうですね、なんか、もういっそ。
オペレーター: やっぱり、同じように食べて歩けるような。,オペレーター: はい。,カスタマー: なんか、東北の別の県で、同じようなお店が、あったらいいかなと思うんですけど。
オペレーター: あー、はい。,オペレーター: ちょっと、探してみますね。,カスタマー: も、その日は、東北をまたにかけて、ちょっ、食べ歩きしようかなとゆーふーに、今、ちょっと思いました。
オペレーター: 今、ちょっと岩手県の方で、あのー、見てるんですけれども,オペレーター: 海側がいいですかね、山側がいいですかね。,カスタマー: あーまーやっぱ、お魚、美味しそうなんで、海ーがいいですかねー、うーんうんうん。
オペレーター: あとはー。,オペレーター: ちょっと、他に飛んで。,カスタマー: ま、秋田か、宮城とか、行けるかなーってゆー感じですけど。
オペレーター: あと。,オペレーター: あとは、やっぱり、海産物が多い、牛タン。,カスタマー: ま、今回はやっぱり、ね、海産物は食べているので、牛タン、やっぱり、いきたいかなって思います、はい、そうですね。
オペレーター: <>しながら、贅沢ですね。,オペレーター: あとはー、うーん。,カスタマー: ちょっと、今、思ったんですけど。
オペレーター: あとはー、うーん。,オペレーター: はい。,カスタマー: あのー、なんかこー、東北の方で。
オペレーター: はい。,オペレーター: はい,カスタマー: ビールが、飲めそうなところってありますか?なんか、び、ビール作ったりとかしてるか、わからないんですけど。
オペレーター: カレー、スープカレーとかも、ありますけど、お昼ご飯は、牛タンでよろしい。,オペレーター: さっきの番屋もあったんですけども。,カスタマー: 結構もう、かなり食べてる気がするので、あのー。
オペレーター: お土産とかはどうですか?,オペレーター: お酒、買って帰る。,カスタマー: そうですね、お土産、あ、それもいいんですが。
オペレーター: お酒、買って帰る。,オペレーター: はい。,カスタマー: ちょっと、まー、お茶したいなってのがあって、喫茶店とかって、どっかありますかね?
オペレーター: えっと、一応、色々、出てきてるんですけれども。,オペレーター: 喫茶店で、あのー、スイーツとかは、ご希望されますか?,カスタマー: そうですね、あれば嬉しいかなと、思いますね。
オペレーター: 喫茶店で、あのー、スイーツとかは、ご希望されますか?,オペレーター: 和風と洋風、あるんですけど。,カスタマー: あ、洋風の方がいいかなと、思います。
オペレーター: じゃ、米華堂さんも、入れときますね。,オペレーター: その他、何か、ありますかね?,カスタマー: うーん、そうですねー、まー、あとは、行くとしたらお土産を買おうかなってゆー感じなんですけれども。
オペレーター: その他、何か、ありますかね?,オペレーター: はい。,カスタマー: なんかこー、食べものじゃなくって。
オペレーター: はい。,オペレーター: はい。,カスタマー: こー、民芸品とか、工芸品とか、そーゆー物を持って帰りたいかなと思。
オペレーター: あと、他に何かございますか?,オペレーター: 軽く、また、お茶でもしますか?,カスタマー: なんか、じゃー、そうしますね、コーヒーとか、の、飲める場所とかってあるんですかね。
オペレーター: はい、かしこまりました。それではお客様、えーっと、もう、ご旅行の行き先は、もうお決まりでしょうか？,オペレーター: ええ、はい、えーと、どちら、になりますか？,カスタマー: はい、北海道を考えてます。
オペレーター: あ、なるほどなるほど、北海道に行かれるんですね、はい、かしこまりました。,オペレーター: ちなみに、えーと、もう、いつ頃行かれるとか、決まってるんですか？,カスタマー: はい、それも決まっていて。
オペレーター: ちなみに、えーと、もう、いつ頃行かれるとか、決まってるんですか？,オペレーター: ええ。,カスタマー: はい、夏、がいいと思ってます。
オペレーター: あ、夏の北海道に、いらっしゃるんですね。,オペレーター: はい、ちなみに何名様で、ご旅行されるんですか？,カスタマー: はい、友達と、2人の予定です。
オペレーター: はい、かしこまりました、はい、えー、それでは、えー、北海道に行かれたいということですが、えーと、何か具体的にこういうことがやってみたいですとか。,オペレーター: えーとー、ここに行ってみたいとか、そういった何かご希望はもうございますか？,カスタマー: は、そうですね、何かせっかく北海道に行くので。
オペレーター: えーとー、ここに行ってみたいとか、そういった何かご希望はもうございますか？,オペレーター: ええ。,カスタマー: まあ、美味しいものが食べたいぐらい、しかまだ決めてないです。
オペレーター: はい。,オペレーター: はい、ちなみに何か<>こういう物が食べたいとか、逆に、ちょっとこの、こういう食って、こういった食材は、その苦手です、ですとか、そういった物はございますか？,カスタマー: 海の幸を食べたいなぁ、とは思っています。
オペレーター: あー、なるほどなるほど。,オペレーター: うんうん。,カスタマー: 羊の肉が苦手なので、ジンギスカンは、NGで、はい。
オペレーター: 一個スポットが、もう、122件ぐらい、出てきてまして。,オペレーター: そうですねー、たとえば、もう、札幌の、あー、えー、札幌じゃない、失礼いたしました、北海道のどの辺りのエリアに行くとかは、まだ決まってないという感じですかね？,カスタマー: そうですね、まだ、その辺りは決めていなくて、はい、どうしようかなぁってとこです。
オペレーター: ええ、ええ、なるほどなるほど。,オペレーター: そうしましたら、そうですね、お店の雰囲気はどんな感じがよろしいとかってございますか、何か料亭みたいなところがいい、ですとか。,カスタマー: あ、何か、けっこう、こう、綺麗めなとこよりも。
オペレーター: そうしましたら、そうですね、お店の雰囲気はどんな感じがよろしいとかってございますか、何か料亭みたいなところがいい、ですとか。,オペレーター: ええ、ええ。,カスタマー: こう、港から、こう、引き揚げたばっかりの。
オペレーター: ええ、ええ。,オペレーター: ああー、なるほどなるほど。,カスタマー: 新鮮な魚介類が食べれるような、そんなところが、いいです。
オペレーター: 両方とも魚介ですので、ほかの食べ物でしたりとかご紹介しましょうか？,オペレーター: それとも、何か、もうちょっと観光スポットのほう見てみたいとか、ご希望はございますか？,カスタマー: そうですね、まあ、お昼と、夕飯の間けっこう時間が空くし、午前中もあるので。
オペレーター: それとも、何か、もうちょっと観光スポットのほう見てみたいとか、ご希望はございますか？,オペレーター: ええ、ええ、うんうんうん。,カスタマー: まあちょっと、歩き回ったり、ついでにいい景色が、見れたりしたらいいなぁって思ってます。
オペレーター: はい、はい、あー、なるほどなるほど。,オペレーター: じゃちょっと、な、いい景色というとやっぱ自然、スポット的な場所がよろしいですかね？,カスタマー: そうですね、自然か、あとは。
オペレーター: じゃちょっと、な、いい景色というとやっぱ自然、スポット的な場所がよろしいですかね？,オペレーター: ええ、ええ。,カスタマー: こう、北海道の、何か、歴史を感じたり、はい。
オペレーター: ええ、ええ。,オペレーター: あー、なるほどなるほど。,カスタマー: そういうとこでもいいですね。
オペレーター: まあ、けっこう市内だけでもこう、あとは、まあ、資料館ですとか。,オペレーター: 北方民族資料館みたいな、ところですとか、そういった中ですと、興味ひかれる場所ってございますか？,カスタマー: そうですねー、展望台って、存在を知らなかったので、ちょっと気になりますね。
オペレーター: じゃあ、どうしましょう？えー、今のところ、えー、お食事処と展望台、そしてロープウェイに、えーっと、乗っていただくということが決まったんですけど。,オペレーター: ほかには何か。,カスタマー: わ、あとけっこう、お土産を頼まれているので、お土産屋さん、はい、品揃えのいいとことか、珍しい物があるとことか知りたいです。
オペレーター: じゃ、お土産は何かどういったジャンルがいいとか、って何かご希望ございますか？,オペレーター: 何か、食べ物だったりとか、はいはい、どうぞ。,カスタマー: ひとつ、はい、はい、ひとつは、まあ沢山あのー、人に配れるような、おか、お菓子、お茶菓子類。
オペレーター: 何か、食べ物だったりとか、はいはい、どうぞ。,オペレーター: うん、ええ、ええ、ええ。,カスタマー: もうひとつは、クール便とかで、そのまま送れそうな海の幸、ですね、はい。
オペレーター: んーっと、そうですね。,オペレーター: お菓子ですとたとえば、何か洋菓子のような物がいいか、それとも何か、和菓子のようなものがいいかとか、ご希望はございますか？,カスタマー: はい、ああー、できれば北海道限定の、はい、お菓子で。
オペレーター: お菓子ですとたとえば、何か洋菓子のような物がいいか、それとも何か、和菓子のようなものがいいかとか、ご希望はございますか？,オペレーター: ええ、ええ。,カスタマー: そうですね、とくに和洋は考えていなかったので、はい。
オペレーター: こんにちは、本日はよろしくお願いします。,オペレーター: では、えーと、早速なんですけども、まずご旅行先伺ってもよろしいでしょうか？,カスタマー: はい。えーっと北海道行ってみたいなと思ってます。
オペレーター: 北海道、はい。,オペレーター: 北海道に、時期はいつ頃か決めてますか？,カスタマー: そうですねー、ま初夏の頃がいいかなーと思ってます。
オペレーター: ありがとうございます。,オペレーター: でえーは、えー北海道、特に具体的になにかやりたいとか、こういったことしたいとか、って決められてますか？,カスタマー: そうですねー、ま北海道は実は何回か行ったことあって、今回は、うーんと、まぁそうですねー、道東というか、あのー、うーん、あの、なんだあの、うーんと、知床とか、あっちなんかの方とか、いいんじゃないかな、なんかこう自然もあって、あのまぁ、温泉なんかもあって、なんか、食べ物も美味しいんじゃないかなーなんて。
オペレーター: で、こちらも、えー、知床なんですけど。,オペレーター: えー、滝とか好きですか？,カスタマー: ふふふ、好きかどうかはともかく、まどんなもんだか、なんか特徴あるんだったら見てみたい気もします。
オペレーター: こちらですね、蟹身がたっぷり乗ったカニピラフっていうのがあります。,オペレーター: あと、今回ってごめんなさい、えっとー、お1人でしょうか？えっとー。,カスタマー: あ、1人で行こうと思ってます。
オペレーター: 本日は、おり、ご利用いただきましてありがとうございます。,オペレーター: えーと、今回のご旅行はどういった感じのものを、あの、ご希望されていますか？,カスタマー: はい。あの、ざっくりしてるんですけど。
オペレーター: えーと、今回のご旅行はどういった感じのものを、あの、ご希望されていますか？,オペレーター: あ、はい。,カスタマー: あのー、高原のほうに行って、あの、きれいな景色が見れるような旅ができたらなあと思ってます。
オペレーター: はい。,オペレーター: はい。あの、お人数さまは何人ぐらいでご予定ですか？,カスタマー: そうですねー、まあ、あの、じゃ、2人で。
オペレーター: と、ご友人とかで、よろしいですか？,オペレーター: はい。季節はいかがしましょう？,カスタマー: はい。あの、やっぱり夏で。
オペレーター: はい。じゃあ夏の高原の旅行をちょっと探してみましょうね。,オペレーター: えっとー、特に、あの、行きたいっていう場所とかってないですかね？,カスタマー: そうですね。日本のどこか、いいところがあれば。
オペレーター: あの、一応ちょっと普通なんですけど、蓼科とか八ヶ岳の辺りで、まあ、蓼科高原とかで、今、検索かけてるんですけれども。,オペレーター: あのー、特に、み、見るとか遊ぶとかっていうの、見る、見る感じでよろしいですか？,カスタマー: あ、そうですねー。あの、見るのが、見たいなあっていうのが。はい。
オペレーター: 滝とかよりは山とかのほうがいいですか？あと、湖とかもあるんですけれども。,オペレーター: いかがでしょうね？山に登るっていうような感じではないですかね？,カスタマー: あ、えーと、もう、えっと、何でもいいんですけど、何でもっていうか、はい。
オペレーター: 結構もう、この、馬に乗ったりすると時間的にお昼になるので何か召し上がりますか？,オペレーター: はい。,カスタマー: ん、ん、湖畔で何か食べたいですねー。
オペレーター: はい。,オペレーター: そうです。蓼科です。,カスタマー: あ、蓼科ですね。なんか、お、あの、おいしいおそばとか食べたいですね。
オペレーター: エヘヘ、私もそうです。フフッフ。,オペレーター: あとは、何か、あの、甘いものとか食べますか？,カスタマー: 食べたいですねー。
オペレーター: 和風がよろしいですか？,オペレーター: と、今出てきたのケーキ屋さんがすごい多いんですけど。なん、なんでか。,カスタマー: あー、まあ、じゃあ、ケーキに。エヘヘ。ケーキになり、乗り換えます。フフ。
オペレーター: 何かお探ししますね。,オペレーター: えっとー、結構いろいろあるんですけど、和風なところと洋風なところでどちらがいいですか？,カスタマー: あー、じゃあ、あのー、洋風できてるんで洋風でお願いします。
オペレーター: へいじ、えっとー、閉店日は不定休なので一応ご確認のほうはお願いいたします。,オペレーター: じゃあ、お風呂でちょっと汗を流して、えーと、お土産とかいかがですか？,カスタマー: あ、はい。お土産も買いたいですね。
オペレーター: じゃ、ここ、一応チェックしておきますね。,オペレーター: 夕飯はいかがいたしますか？,カスタマー: 夕飯は、あのー、なんか、やっぱり洋風のもの食べたいですね。
オペレーター: えーと、今回は、えーと、ご旅行に行かれるということでよろしいですか？,オペレーター: はい、えーと、もうなんか行く方面だったりとか、地方とか、県とかってもう決まってますか？,カスタマー: あっと、鹿児島で考えてます。
オペレーター: 冬、はい、冬に鹿児島ですね。,オペレーター: え、こちら、えーとー、何人ぐらいで行かれるんですか？,カスタマー: とー、自分含めて友人と3人で。
オペレーター: ご友人と3名様ですね、はい。,オペレーター: はい、一応なんか、鹿児島県、でなんか、どこみてみたいとかー、そういうのってもう決まってます？,カスタマー: そうですね、えーとー、まあとりあえず桜島は行きたいな、はい。
オペレーター: あー、桜島ですね、はい、じゃあちょっと桜島、検索しますねー。,オペレーター: 桜島、桜島というと、例えば、桜島でなんか見てみたいものとかがある感じですか、なんかやってみたいこととか。,カスタマー: そうですね、えっとー、まあちょっと、なんだろう、桜島のビジターセンター的なものがあれば行ってみたいですしー、あのーまあ、あとはその周辺の、まあ自然ですねどっちかっていうと、はい。
オペレーター: こちら城山公園展望台という場所<>。,オペレーター: はい、一応まあ、ビジターセンターに行って、まあ、桜島観光をするということですけど、なんかご飯とか、そういったものもお調べいたしますか？,カスタマー: そうですねー、あ、でも、ご飯は市内とかでもいいですかね、はい。
オペレーター: 特に大丈夫ですかね。,オペレーター: なんか特にこういうものが食べてみたいとか、こんな感じのお店に行ってみたいとかってあります？,カスタマー: そうですね、とー、とんか、黒豚のとんかつですかね<>、はい。
オペレーター: で、こちらもそうですね、営業時間11時半から14時15分ですのでー、でまあ夜もやってますので、割とだいたいいつでも行けるのかなっていう感じですね。,オペレーター: あ、一点ちょっと注意していただきたいのがー、こちらは閉店日が水曜日となってますけどー、ご旅行行かれるのって土日とかですか？,カスタマー: 土日、そうですね、日曜日の予定です。
オペレーター: あと、もう何件か紹介いたしましょうか？,オペレーター: あ、なんかとんかつ専門店とかもありますね。,カスタマー: あ、じゃあそっちでちょっと、はい。
オペレーター: まあ、営業時間帯とかもと、まあ、一緒くらいの感じでー、そうですね、それ以上の情報はちょっとあんまり<>。,オペレーター: どうですか、どっちが気になるとかありますか、なにか。,カスタマー: じゃあ、黒かつ亭で。
オペレーター: じゃあ、えーと、こちらで夕食とられるという感じですね。,オペレーター: はい、では、えーと、どうでしょう、今のところ、まあ桜島に行くこととー、まあご飯の食べる場所はだいたい決まったと思うんですけど、ほかなんか見てみたい場所ですとか、あとはなんかやてみたいことですとか、買い物したりとか、なんかあれば、お調べいたしますよ。,カスタマー: えーと、じゃあ、それじゃあ、工芸品の、そうですね、えっと、工房、見学もできて買えるようなところ、あ、はい。
オペレーター: 少々お待ちください。,オペレーター: なんかあれですかね、結構、体験、作る体験みたいな、そういうものも興味ありますか？,カスタマー: あー、そうです、体験は別にしなくてもいいかなー<>。
オペレーター: あと、ガラス細工みたいなガラス工芸の店とかもございますねー。,オペレーター: 工芸とガラス細工、工芸というかなんか、陶器みたいな、こう、やつとガラス細工だと、どっちが興味あるとかってあります？,カスタマー: そう、なんだ、そうですね、陶器の方で、はい。
オペレーター: <>鹿児島の代表的な特産品である、えーと、焼酎やさつまあげ、かるかんなどの商品はもちろん、薩摩焼やオオシマキヌ、えー、薩摩切子などの工芸品も充実してる、まあ、物産館ですねー、<>作ってるところとかは、ちょっと見れないのかも、知れないですね、単純にその、お土産を買うみたいな目的でしたらー、まあぴったりなんじゃないかなあと思うんですけどー。,オペレーター: もうちょっと、つく、まあやっぱ、作るところ見たいって感じですか、こう。,カスタマー: そうですね、まあ、作るところという、なんだろう、なんか工房、そうです。
オペレーター: こんにちは、お願いします、よろしくお願いします。,オペレーター: では、まず、あのー、今回、あの、ご旅行の行先など、まず教えていただいてもいいですか？,カスタマー: そうですね、えーと、長崎の五島列島と、佐賀、大分、長崎を考えてます。
オペレーター: では、えーと、<>、今お調べします、<>。,オペレーター: なんか、こう、やりたいっていう形ですか？,カスタマー: いや、どっちかというと、ちょっとゆっくりしたいので、なんか風光明媚な観光名所というか、特に五島列島は行きたいんですよねー、五島列島でなんかこう景色がいいところとかー、教えてもらうとありがたいでーす。
オペレーター: なんか、こう、やりたいっていう形ですか？,オペレーター: 五島列島、うーん。,カスタマー: あ、以前なんかテレビで見て、なんかすごい綺麗なとこだなあ、まあ、ねえ、島がいっぱいあるらしいですけど、そのなかでもなんかここ行ってみたいっていうのをちょっと探したいなあ。
オペレーター: うーん、五島列島だと、えーと。,オペレーター: これ関係ない、えー、五島列島を見れるっていうところは、今、一件目出てきたんですけど、直接行きたい、五島列島に行きたいっていう形ですかね。,カスタマー: あーい。
オペレーター: うーん、五島列島だと、えーと。,オペレーター: これ関係ない、えー、五島列島を見れるっていうところは、今、一件目出てきたんですけど、直接行きたい、五島列島に行きたいっていう形ですかね。,カスタマー: あ、まずでも見てみたいですね、こうたぶん上から見るようなイメージですよね、それはね、そうやって。
オペレーター: 五島列島だと、これかな、これ違うか、えーと、五島、五島列島だと、ちょっとなかなか出てこなくてですね。,オペレーター: 単純にその五島列島ってことであれば、えーと、出てはくるんですが、単純に五島列島の島の場所が出てくる形なので。,カスタマー: なんか、そうだね、五島列島でもしなんか、ちょ、そうだなー、こう海を見ながら温泉とかもし入れたらいいなあなんて思う<>。
オペレーター: ちょっと井出ちゃんぽだと、今、ここしか出てこない<>。,オペレーター: これをもしかしたらどうなんだろう、九州全体とかに広げたら出てくるかもしれないんですけど。,カスタマー: なるほどなるほど、あとそうだなー、うーん、まあちょっと候補に<>大分も行ってみたいなあと思っててー、大分で、あのー、そうだな、まあ別府がうちの母が生家なので、ちょっとその辺回ってみたいなあと思うんですけど、なんか有名な温泉処、例えば湯布院とか別途辺りでー、あのー、おすすめの宿というか、温泉宿みたいなのって、ちょっと教えてもら<>。
オペレーター: うん。,オペレーター: 別府ですね、別府で、えーと、お調べして、ちょっと有名かどうかこちらでは分かりかねるんですが、えーと、あ、ちなみに、どういった、あのー、景色いいとかがいいとか。,カスタマー: やっぱ景色がよくて、<>食事もー地のものを使ってるところがいいですかねー、うーん。
オペレーター: きた、北浜温泉テルマスっていうところがあるんですが、こちらがあのー、べっぷえふ、別府駅から東に1キロほど、ま、的ヶ浜、てきがはま、あのー、射的のてきにがはまっていう、まとがはまか、てきがはまか、公園脇にある、そのー、こちら市営温泉なんですけど、あのー、水着を着て野外で健康浴ができる。,オペレーター: そうですね、おそらくそうですね、で、こちら別府湾に、あの、面してるので、別府湾が見えます、あの、入ってるところから。,カスタマー: あー、いいなあ、そこメモしてもらっていいですか<>、こちらも、はい、お願いします。
オペレーター: はい、じゃあこちらも、こちらメモします。,オペレーター: じゃあ、今、えーと、ちゃんぽん、井出ちゃんぽんさんと、こちらの北浜温泉をメモしてるんですが、漏れってありました？今までの。,カスタマー: あ、いなや、イナサワコウエン、稲佐山公園、最初の<>、稲佐山公園だっけ、あの、五島列島が見える。
オペレーター: どこだ、稲佐山、あー、あった、あれですね、五島列島が見えるところ。,オペレーター: はい、はい、こちらじゃあ、<>っておいて、えーと、じゃあまた別府の方に戻って。,カスタマー: そうですね、そうだな、あのー、できればお寺というか、か神社で有名なところというか。
オペレーター: はい、はい、こちらじゃあ、<>っておいて、えーと、じゃあまた別府の方に戻って。,オペレーター: なるほど、なんだろうな、じゃあしゅ、出てこないな、えーと、歴史的な建物みたいな。,カスタマー: あー、そうね、歴史的な建物があるという、大分県内で、はい。
オペレーター: ゴ、ゴコク、あのー、そうですね。,オペレーター: そこが、行く時期って決まってますか？ちょ桜が咲く名所<>。,カスタマー: あーそうね、春、あ、いいなーそれ、行ってみたいですねー、そこもメモしてもらっていいですか、<>大分のな、何市って分かります？
オペレーター: あーそうです。,オペレーター: 一応こちらもー、なんか展望台から、あのー、別府湾一望できるってなってます。,カスタマー: あー、いいですね、うーん、あとねー、神社でー、僕は、あの、御朱印集めるのが、今ちょっとハマってまして、なんかちょっとじゅ、なんていうのかな、面白いっていうとあれだけど、ちょと特色がある御朱印が欲しいんですよ、<>あのー、要は、あの、あれです、あの、なんだろう、あのー、こう、判子っていうか、<>参拝しましたよっていう、そういう<>なんですけど。
オペレーター: あ、これ、みそぎ発祥の地って言われてるようですね。,オペレーター: みそぎ、<>どうしましょう、これ一応<>、あ、はい。,カスタマー: これもメモしてもらっていいですか、メモしてもらっていいですか。
オペレーター: はい。,オペレーター: 五島列島で。,カスタマー: 何でも、まあそうだな、やっぱ海の幸というか、できれば、できれば。
オペレーター: っていう形で、まあ、竹酔亭と、あのー、椿茶屋は、まあどちらかっていう形だとは思う。,オペレーター: このなかでなんか特に気になったものってありますか？,カスタマー: 特に気になったもの、竹酔亭が気になりますねー、うーん。
オペレーター: こんにちは。,オペレーター: はい、本日はご利用いただきまして、ありがとうございます、お客様どのようなご旅行をお考えでしょうか？,カスタマー: そうですね、えっと東北に。
オペレーター: はい、本日はご利用いただきまして、ありがとうございます、お客様どのようなご旅行をお考えでしょうか？,オペレーター: はい。,カスタマー: まぁちょっと行きたいなっていう風に考えております、はい。
オペレーター: はい。,オペレーター: はい、かしこまりました。お客様、あのー一緒に行かれるご同行者様は何名様になりますか？,カスタマー: あ、4人になります。
オペレーター: 4名様ですね。,オペレーター: かしこまりました。はい、えーと行かれる時期とかはお決まりでしょうか？,カスタマー: そうですね、だいたい12月の終わり年末ぐらい。
オペレーター: かしこまりました。はい、えーと行かれる時期とかはお決まりでしょうか？,オペレーター: はい。,カスタマー: を予定しております。
オペレーター: 東北の、あの例えばどちらに行かれたいとかそういったご要望はございますか？,オペレーター: はい、はい、あっはい、はい、かしこまりました。例えば、あの温泉でゆっくりしたいですとか、何か観光したいですとかそういったご要望はございますか？,カスタマー: まぁ冬なので。
オペレーター: はい、はい、あっはい、はい、かしこまりました。例えば、あの温泉でゆっくりしたいですとか、何か観光したいですとかそういったご要望はございますか？,オペレーター: はい。,カスタマー: ちょっと観光は寒いかなって思うので。
オペレーター: はい。,オペレーター: あーはい。,カスタマー: まぁできれば温泉とかがあれば良いかなっていう思いもあります。
オペレーター: はい。,オペレーター: あとそうですね、やはり何かりんごみたいな…りんごとかのお菓子とか、そういったものも買われたいですか？,カスタマー: あーそうですね、なんかお菓子とかでも、まぁそのりんごそのもの<>りんごが美味しい特売所とかそういうのがあれば、はい。
